transaction_id,transaction_number,transaction_timestamp,customer_id,store_id,channel_id,payment_method,currency,gross_amount,total_discount,total_tax,net_total,created_at
149ffc8d-c36a-4e92-b473-cfc1d302400c,TXN0000000070,2024-09-04,668746ca-f0fb-4d54-b478-2a2d5c2d3fa9,US_0002,POS,Bank EMI,USD,679.79,0.0,47.59,727.38,2024-09-04
bf95a6fa-7629-4da1-88f5-3f05ee204e2e,TXN0000000071,2023-10-10,043cd5ae-5663-49a0-948c-dba24ab82548,US_0014,POS,Apple Financing,USD,952.55,95.25,60.01,917.31,2023-10-10
04f81319-d67d-4e6d-b5fc-deca786ab4d8,TXN0000000072,2017-11-10,043cd5ae-5663-49a0-948c-dba24ab82548,US_0004,POS,Apple Financing,USD,1859.29,92.96,123.64,1889.97,2017-11-10
9cf9adf9-c930-4f8e-968f-daa32b40c7d8,TXN0000000073,2019-11-18,043cd5ae-5663-49a0-948c-dba24ab82548,US_0005,POS,Discover,USD,571.82,57.18,36.02,550.66,2019-11-18
75739c1a-8f1d-47cd-bc6d-73fafb2daf48,TXN0000000074,2023-12-12,3f44ba8c-81d4-4834-b16c-897ba70b7eda,US_0017,POS,Visa,USD,388.31,38.83,24.46,373.94,2023-12-12
2211d801-e8ab-446d-93c1-6c866d2aaefb,TXN0000000075,2022-11-16,3f44ba8c-81d4-4834-b16c-897ba70b7eda,US_0020,POS,Bank EMI,USD,1585.63,158.56,99.89,1526.96,2022-11-16
274ec94b-c639-48a2-8234-6fdef09757fe,TXN0000000076,2024-11-20,3f44ba8c-81d4-4834-b16c-897ba70b7eda,US_0008,POS,Cash,USD,1435.68,71.78,95.47,1459.37,2024-11-20
5f71754d-15b6-4a74-b34b-5a8543644b45,TXN0000000077,2023-11-23,3f44ba8c-81d4-4834-b16c-897ba70b7eda,US_0015,POS,Discover,USD,1738.93,0.0,121.73,1860.66,2023-11-23
4f5cec40-8d05-41fe-aeb2-5528685a4be8,TXN0000000078,2022-03-17,3f44ba8c-81d4-4834-b16c-897ba70b7eda,US_0001,POS,Visa,USD,656.61,65.66,41.37,632.32,2022-03-17
0a0113ac-bbe6-49fe-8024-8fdd25a1efc9,TXN0000000079,2024-05-31,3f44ba8c-81d4-4834-b16c-897ba70b7eda,US_0005,POS,Visa,USD,1321.64,132.16,83.26,1272.74,2024-05-31
2adb5ab9-301d-43a6-bdc9-e4ae2d2bdbcf,TXN0000000080,2022-03-29,4dcb85ee-5828-46ef-a5b0-23271a2c9c88,US_0008,POS,American Express,USD,464.38,23.22,30.88,472.04,2022-03-29
acaf0fe3-432b-446a-89d1-b86276df5bdd,TXN0000000081,2018-04-09,9f66e091-eae3-4728-b326-7f220b590653,US_0012,POS,Cash,USD,1478.54,73.93,98.32,1502.93,2018-04-09
d51a401c-d867-482b-bd1e-18fad03dcda3,TXN0000000082,2024-11-04,9f66e091-eae3-4728-b326-7f220b590653,US_0013,POS,Apple Financing,USD,1681.18,168.12,105.91,1618.97,2024-11-04
03b1cab7-b6ac-4702-a0d1-9a0808b400df,TXN0000000083,2024-09-09,90157ff4-7fa8-4a94-80cd-1c3bedebcad5,US_0008,POS,American Express,USD,1736.15,173.62,109.38,1671.91,2024-09-09
ffcbf0d1-bb2c-401a-8035-219a6426539a,TXN0000000084,2022-10-16,90157ff4-7fa8-4a94-80cd-1c3bedebcad5,US_0001,POS,Visa,USD,698.53,69.85,44.01,672.69,2022-10-16
8e63ece5-c1ff-4e48-ab8d-33e909a17567,TXN0000000085,2022-10-04,90157ff4-7fa8-4a94-80cd-1c3bedebcad5,US_0004,POS,Corporate Financing,USD,1962.97,98.15,130.54,1995.36,2022-10-04
016c988c-e09e-4669-b48b-1f3f0d4cfeb6,TXN0000000086,2024-11-02,02789752-4427-4a14-af8a-f1de5dedc632,JP_0011,POS,American Express,JPY,602.51,30.13,57.24,629.62,2024-11-02
8df00004-cb37-45b0-ab01-00057dc38df7,TXN0000000087,2024-10-25,02789752-4427-4a14-af8a-f1de5dedc632,JP_0003,POS,Apple Financing,JPY,922.52,46.13,87.64,964.03,2024-10-25
321725c7-62af-40bc-9072-8cf1c7e1f3e2,TXN0000000088,2022-09-13,02789752-4427-4a14-af8a-f1de5dedc632,JP_0007,POS,Apple Pay,JPY,720.99,0.0,72.1,793.09,2022-09-13
c5fd65d7-be81-466d-b1b8-eeaa5de386e8,TXN0000000089,2023-01-25,02789752-4427-4a14-af8a-f1de5dedc632,JP_0014,POS,Mastercard,JPY,919.88,0.0,91.99,1011.87,2023-01-25
8f7a18d1-2284-4755-b1a2-be8310123466,TXN0000000090,2024-01-23,02789752-4427-4a14-af8a-f1de5dedc632,JP_0009,POS,Discover,JPY,1799.63,89.98,170.97,1880.62,2024-01-23
c8d090bb-f49a-4d7b-b9f8-b01f2246279d,TXN0000000091,2022-09-14,02789752-4427-4a14-af8a-f1de5dedc632,JP_0004,POS,Cash,JPY,1106.71,0.0,110.67,1217.38,2022-09-14
7eab53d5-50e1-43e7-b804-f9d981918173,TXN0000000092,2017-09-16,e0b8e36d-ee64-4452-bebf-b0251bcd8404,US_0003,POS,Bank EMI,USD,1475.71,73.79,98.13,1500.05,2017-09-16
3493ebeb-4aa6-4363-abf6-46b394b8c1dc,TXN0000000093,2016-11-05,e0b8e36d-ee64-4452-bebf-b0251bcd8404,US_0015,POS,Bank EMI,USD,1245.31,0.0,87.17,1332.48,2016-11-05
b8d66298-d188-4d21-8d6b-b230f048098d,TXN0000000094,2015-11-13,e0b8e36d-ee64-4452-bebf-b0251bcd8404,US_0016,POS,Corporate Financing,USD,1530.6,153.06,96.43,1473.97,2015-11-13
d0f98214-b614-4f4f-ba1c-68bfa2c3dfb1,TXN0000000095,2020-09-07,e0b8e36d-ee64-4452-bebf-b0251bcd8404,US_0008,POS,American Express,USD,1442.78,72.14,95.94,1466.58,2020-09-07
42d48889-3a6a-447b-953e-906d5cecb8e2,TXN0000000096,2022-02-26,312004ab-b269-4529-ac88-b42ed8e20331,US_0001,POS,Visa,USD,1554.45,155.45,97.93,1496.93,2022-02-26
3a3eefa2-cac5-4a1a-a38b-442cfbab85f4,TXN0000000097,2024-05-02,f7ba462d-c08d-4ebe-86d5-c37025a87441,US_0008,POS,Mastercard,USD,1803.51,0.0,126.25,1929.76,2024-05-02
a641240f-c6c4-4253-b1bf-3cfe858e8467,TXN0000000098,2022-12-15,f7ba462d-c08d-4ebe-86d5-c37025a87441,US_0008,POS,Bank EMI,USD,1821.96,91.1,121.16,1852.02,2022-12-15
31bbecbd-6b36-44ac-8540-1591ccb64cde,TXN0000000099,2018-10-09,f7ba462d-c08d-4ebe-86d5-c37025a87441,US_0012,POS,Discover,USD,1020.85,0.0,71.46,1092.31,2018-10-09
293aba86-9a3a-49a6-b758-486e6640a943,TXN0000000100,2021-09-13,f7ba462d-c08d-4ebe-86d5-c37025a87441,US_0009,POS,Visa,USD,978.83,0.0,68.52,1047.35,2021-09-13
99ec21b7-a333-4d44-8a89-b53a8c0b9389,TXN0000000101,2024-11-10,f7ba462d-c08d-4ebe-86d5-c37025a87441,US_0003,POS,American Express,USD,1415.9,70.8,94.16,1439.26,2024-11-10
57cb2f70-71a8-4fca-8661-1f3969202964,TXN0000000102,2024-10-16,c857b460-3378-4cfa-b5af-2b50dc424720,US_0004,POS,Apple Pay,USD,573.31,57.33,36.12,552.1,2024-10-16
c65a7956-09ae-4717-9207-9307e4e6e51c,TXN0000000103,2024-11-25,c857b460-3378-4cfa-b5af-2b50dc424720,US_0018,POS,Visa,USD,762.2,0.0,53.35,815.55,2024-11-25
b3dd36c1-f7b4-4048-985e-1453e69d4bc6,TXN0000000104,2024-11-13,c857b460-3378-4cfa-b5af-2b50dc424720,US_0007,POS,Bank EMI,USD,1829.87,182.99,115.28,1762.16,2024-11-13
7cfc378a-939e-4006-b8df-ced8e09e0968,TXN0000000105,2024-02-16,c857b460-3378-4cfa-b5af-2b50dc424720,US_0012,POS,Bank EMI,USD,1066.68,0.0,74.67,1141.35,2024-02-16
44bc8d6c-789f-4fd4-b3e8-dac848b56003,TXN0000000106,2024-11-13,c857b460-3378-4cfa-b5af-2b50dc424720,US_0020,POS,Bank EMI,USD,328.93,0.0,23.03,351.96,2024-11-13
42e0e804-2079-4bf6-961d-3718633d7a9a,TXN0000000107,2024-06-03,c857b460-3378-4cfa-b5af-2b50dc424720,US_0005,POS,Mastercard,USD,1273.64,0.0,89.15,1362.79,2024-06-03
eef2cdce-9ac3-4fb2-8191-b529a0885625,TXN0000000108,2024-01-13,c857b460-3378-4cfa-b5af-2b50dc424720,US_0018,POS,Apple Pay,USD,1590.74,0.0,111.35,1702.09,2024-01-13
ff42034a-4f92-42b2-91d1-438d4e230d0a,TXN0000000109,2024-11-01,c857b460-3378-4cfa-b5af-2b50dc424720,US_0017,POS,Corporate Financing,USD,1377.9,68.9,91.63,1400.63,2024-11-01
4a40e737-7085-4913-9722-c7a4630e2aed,TXN0000000110,2024-11-09,09055c06-e1e1-4d48-8a0f-04751f106f0e,JP_0003,POS,Bank EMI,JPY,1567.89,156.79,141.11,1552.21,2024-11-09
b1d793de-a424-4c44-8dd8-21f9780af38c,TXN0000000111,2024-11-02,09055c06-e1e1-4d48-8a0f-04751f106f0e,JP_0017,POS,Apple Pay,JPY,1420.48,0.0,142.05,1562.53,2024-11-02
2fabe58b-20d7-49f5-be60-1ca2a0259500,TXN0000000112,2024-10-02,09055c06-e1e1-4d48-8a0f-04751f106f0e,JP_0001,POS,Cash,JPY,1990.25,0.0,199.03,2189.28,2024-10-02
bdf39d8c-651d-43eb-8b26-531ea51b8cbd,TXN0000000113,2022-02-05,6b18f4bb-c664-4dfd-b7a0-18c478981128,IN_0019,POS,Corporate Financing,INR,1495.26,0.0,269.15,1764.41,2022-02-05
b56f2aba-8de2-430c-bbbe-1d76bd5b8ced,TXN0000000114,2024-05-27,6b18f4bb-c664-4dfd-b7a0-18c478981128,IN_0018,POS,Apple Financing,INR,1042.81,0.0,187.71,1230.52,2024-05-27
51bb9f6d-7cbe-464b-a56a-06bcf50ab889,TXN0000000115,2022-10-15,6b18f4bb-c664-4dfd-b7a0-18c478981128,IN_0014,POS,Corporate Financing,INR,1393.28,139.33,225.71,1479.66,2022-10-15
2059ffeb-fa59-4732-8160-83b38ecbe1d7,TXN0000000116,2016-09-09,323c35c6-3617-4562-a334-290c1a6bfb70,US_0016,POS,Mastercard,USD,828.12,0.0,57.97,886.09,2016-09-09
67f0a1fe-da6a-4aaa-9570-9b1684882865,TXN0000000117,2021-04-22,323c35c6-3617-4562-a334-290c1a6bfb70,US_0005,POS,Apple Financing,USD,1237.59,61.88,82.3,1258.01,2021-04-22
ed80c544-2fef-4f9e-bdee-dbfa717dee4f,TXN0000000118,2023-10-07,c07169d2-8f55-4e27-87f3-cc08641caa7e,US_0019,POS,American Express,USD,890.5,44.53,59.22,905.19,2023-10-07
1b408b61-59c5-4dc7-b85a-02ebf037f34f,TXN0000000119,2024-06-25,c07169d2-8f55-4e27-87f3-cc08641caa7e,US_0002,POS,Bank EMI,USD,945.41,94.54,59.56,910.43,2024-06-25
5e14e4e3-bf98-4a91-a386-6b451ec2c24d,TXN0000000120,2024-01-10,c07169d2-8f55-4e27-87f3-cc08641caa7e,US_0002,POS,Bank EMI,USD,915.89,0.0,64.11,980.0,2024-01-10
ee7b50ba-e416-4697-99f3-bef3944dcb0d,TXN0000000121,2023-08-27,9aef052e-216b-47bd-8839-c977df21901d,US_0009,POS,Discover,USD,1235.08,61.75,82.13,1255.46,2023-08-27
f58e278b-1856-4b08-b06b-be10d1f68e1f,TXN0000000122,2023-08-05,9aef052e-216b-47bd-8839-c977df21901d,US_0014,POS,Cash,USD,550.39,27.52,36.6,559.47,2023-08-05
9d695093-73e9-4939-9faf-a3bf1be0dd1f,TXN0000000123,2022-09-18,9aef052e-216b-47bd-8839-c977df21901d,US_0016,POS,Mastercard,USD,1634.79,163.48,102.99,1574.3,2022-09-18
c125b3d0-97d2-4a63-85a5-d06648972463,TXN0000000124,2024-10-21,4d498fae-2e16-4576-a7ae-3d4e8a1adb01,US_0017,POS,Mastercard,USD,448.71,0.0,31.41,480.12,2024-10-21
041937ab-1cbf-4f96-b882-a9eef499b7e7,TXN0000000125,2023-06-28,1758fdb3-a225-497c-8e14-33ac4d4bd9f2,JP_0017,POS,Apple Financing,JPY,1079.64,107.96,97.17,1068.85,2023-06-28
