transaction_id,transaction_number,transaction_timestamp,customer_id,store_id,channel_id,payment_method,currency,gross_amount,total_discount,total_tax,net_total,created_at
142eeaca-fe20-493e-9432-348aa151d8d9,TXN0000000020,2018-07-31,5a68d428-b07e-4e68-b010-c7e2935fc898,DE_0012,POS,Cash,EUR,5047.54,193.16,922.33,5776.71,2018-07-31
ea83c67e-4420-4c0c-b17d-ecfd73313c96,TXN0000000021,2021-07-26,5a68d428-b07e-4e68-b010-c7e2935fc898,DE_0005,POS,American Express,EUR,3118.76,132.08,567.46,3554.14,2021-07-26
0106fa0a-268b-41d8-b092-56a90b70954f,TXN0000000022,2021-01-06,58b18679-48b8-4391-b99e-d1ee9eb4e037,DE_0003,POS,Mastercard,EUR,4535.13,320.77,800.73,5015.09,2021-01-06
afa43e59-e8ef-4da8-87cf-c3f109a10619,TXN0000000023,2022-11-24,58b18679-48b8-4391-b99e-d1ee9eb4e037,DE_0001,POS,Corporate Financing,EUR,3075.88,240.16,538.79,3374.51,2022-11-24
8df60709-9036-4c91-9474-e38fff4cd08f,TXN0000000024,2023-11-04,58b18679-48b8-4391-b99e-d1ee9eb4e037,DE_0016,POS,Corporate Financing,EUR,4090.0,219.09,735.47,4606.38,2023-11-04
fc9b417d-505d-4ef6-90b4-82e38395710d,TXN0000000025,2023-08-23,1125e289-b248-4255-9c87-0cf3a91d0b62,AU_0005,POS,American Express,AUD,5763.04,218.7,554.44,6098.78,2023-08-23
06be5247-a14d-4a42-ad04-245dacb331b8,TXN0000000026,2023-09-19,1125e289-b248-4255-9c87-0cf3a91d0b62,AU_0004,POS,Bank EMI,AUD,6810.77,350.9,646.0,7105.87,2023-09-19
92b03dac-da76-45e1-af43-f10b25cb2df9,TXN0000000027,2024-06-09,1125e289-b248-4255-9c87-0cf3a91d0b62,AU_0004,POS,American Express,AUD,8048.5,618.37,743.01,8173.14,2024-06-09
d2374039-6abe-4272-967f-e316014a3fcc,TXN0000000028,2022-11-09,1125e289-b248-4255-9c87-0cf3a91d0b62,AU_0008,POS,Apple Financing,AUD,4443.27,254.88,418.85,4607.24,2022-11-09
a4405c48-d394-49f5-a36d-c37547d2bc11,TXN0000000029,2022-11-15,1125e289-b248-4255-9c87-0cf3a91d0b62,AU_0001,POS,American Express,AUD,6360.28,146.48,621.38,6835.18,2022-11-15
46867df3-460e-4c18-b95b-de9b86099b60,TXN0000000030,2023-10-21,1125e289-b248-4255-9c87-0cf3a91d0b62,AU_0016,POS,Apple Pay,AUD,4048.28,86.11,396.22,4358.39,2023-10-21
f5eb8844-b472-4686-80c9-c7b0118b9555,TXN0000000031,2024-10-28,4c2da243-002c-487f-a1e3-6b030b17aaed,DE_0011,POS,Bank EMI,EUR,2334.33,62.67,431.61,2703.27,2024-10-28
7ac477b9-5030-4f8c-8cd6-c3d037c63e6b,TXN0000000032,2024-12-13,4c2da243-002c-487f-a1e3-6b030b17aaed,DE_0011,POS,Visa,EUR,1868.03,121.48,331.84,2078.39,2024-12-13
f22ecea4-2e5b-4fe8-9117-15279db7ebd5,TXN0000000033,2023-11-25,5eabec9c-af09-40e5-9b6b-0362a0f810c8,DE_0015,POS,Apple Financing,EUR,2452.16,0.0,465.92,2918.08,2023-11-25
f9f61745-3fa1-41e8-b168-f43a36e0c0ed,TXN0000000034,2024-11-10,608e28d7-9c04-4cf9-95c3-3e51c17aedaa,DE_0008,POS,American Express,EUR,6097.3,270.25,1107.14,6934.19,2024-11-10
1e4d0009-274b-49b9-9e4d-012a58dba9a8,TXN0000000035,2024-05-28,608e28d7-9c04-4cf9-95c3-3e51c17aedaa,DE_0011,POS,Cash,EUR,3685.0,284.19,646.16,4046.97,2024-05-28
9ab77123-b2e1-4569-838d-c2a4a63297a8,TXN0000000036,2022-09-07,608e28d7-9c04-4cf9-95c3-3e51c17aedaa,DE_0002,POS,American Express,EUR,4511.74,193.98,820.38,5138.14,2022-09-07
96283cd6-d814-4f2d-afef-e2a123c35cb0,TXN0000000037,2020-06-19,67e71c21-d91a-4f93-b94a-602fbdc5537f,CA_0009,POS,American Express,CAD,6335.83,169.27,801.65,6968.21,2020-06-19
349fbf8a-a303-412f-bf7e-5506bb18c7a7,TXN0000000038,2024-05-02,c3a53f15-f1da-422d-ad6c-d75ec0b5daf5,DE_0009,POS,Discover,EUR,4443.5,273.12,792.37,4962.75,2024-05-02
616fde1e-3e52-4c8f-8efd-c80a17755f3d,TXN0000000039,2022-10-25,c3a53f15-f1da-422d-ad6c-d75ec0b5daf5,DE_0012,POS,American Express,EUR,1882.87,159.04,327.53,2051.36,2022-10-25
24b375a2-89f2-4fe9-8180-fb74b51ab924,TXN0000000040,2024-12-12,c3a53f15-f1da-422d-ad6c-d75ec0b5daf5,DE_0008,POS,Visa,EUR,3005.43,234.69,526.44,3297.18,2024-12-12
10999568-a58e-48b0-ac62-44bc5b9b63a1,TXN0000000041,2022-09-24,b47553bc-8306-491a-9e3e-b7d8abde8266,CA_0015,POS,Mastercard,CAD,3267.8,190.7,400.02,3477.12,2022-09-24
821570b3-0bca-423a-82af-b0fadf91d078,TXN0000000042,2022-08-09,b47553bc-8306-491a-9e3e-b7d8abde8266,CA_0019,POS,Apple Financing,CAD,4705.05,303.5,572.2,4973.75,2022-08-09
ea71246a-c44f-4399-9bd0-d381e3a2405d,TXN0000000043,2020-11-28,728a35e4-ddd5-4dd7-8206-7d096544f3d4,CA_0005,POS,Apple Pay,CAD,2743.76,51.52,349.99,3042.23,2020-11-28
c3c9e482-1962-4b63-bf65-447e56bd352a,TXN0000000044,2021-08-02,728a35e4-ddd5-4dd7-8206-7d096544f3d4,CA_0001,POS,Bank EMI,CAD,5850.63,121.73,744.76,6473.66,2021-08-02
893fec13-945b-48c5-a683-2b561c7c78db,TXN0000000045,2020-12-31,728a35e4-ddd5-4dd7-8206-7d096544f3d4,CA_0018,POS,American Express,CAD,3959.74,199.47,488.83,4249.1,2020-12-31
1e99be1d-634f-4447-9f35-c127e8b5f977,TXN0000000046,2020-10-11,728a35e4-ddd5-4dd7-8206-7d096544f3d4,CA_0013,POS,Discover,CAD,2484.91,57.2,315.6,2743.31,2020-10-11
dea4ff63-66cb-4b1f-bfd4-4bf46a0d6383,TXN0000000047,2023-03-20,ac5e5276-3b39-462a-b6a6-7c948f4d8302,CA_0012,POS,Visa,CAD,3230.72,151.84,400.25,3479.13,2023-03-20
cbcd0edc-ccda-4596-b2a5-268799da9d44,TXN0000000048,2024-08-24,ac5e5276-3b39-462a-b6a6-7c948f4d8302,CA_0015,POS,Mastercard,CAD,5642.09,104.34,719.91,6257.66,2024-08-24
b544a6ad-26f4-4c45-9739-d571c80bca07,TXN0000000049,2018-09-11,ac5e5276-3b39-462a-b6a6-7c948f4d8302,CA_0016,POS,Mastercard,CAD,4672.36,263.05,573.21,4982.52,2018-09-11
f6c30c74-878e-4536-8529-d4d5572e287c,TXN0000000050,2020-04-10,2cc89317-b7e5-46bd-85a3-5d4e5ebc1798,CA_0020,POS,American Express,CAD,1730.7,68.74,216.06,1878.02,2020-04-10
970ad2fa-d232-4447-aba8-1ba7b157818d,TXN0000000051,2022-09-08,2cc89317-b7e5-46bd-85a3-5d4e5ebc1798,CA_0003,POS,American Express,CAD,3937.95,294.1,473.7,4117.55,2022-09-08
30a918b2-5d9d-40c4-aef4-f6143a3ef35a,TXN0000000052,2022-10-24,f7653b75-7206-416e-9590-d8db848556b2,CA_0018,POS,Visa,CAD,3334.18,188.19,408.98,3554.97,2022-10-24
38241e82-3982-4162-b03f-21b2c9e194ab,TXN0000000053,2024-09-04,72b1c2b5-e8d1-4837-929d-ec064df1e4d9,AU_0001,POS,Mastercard,AUD,4932.83,409.38,452.34,4975.79,2024-09-04
43b76efc-4ad2-431e-a2d2-77c48131f375,TXN0000000054,2023-11-15,afeedca1-b042-4af0-9362-52b406966234,CA_0013,POS,Apple Financing,CAD,6746.71,513.74,810.28,7043.25,2023-11-15
5e7cc4dd-a13f-466e-96b1-7eec740fc546,TXN0000000055,2020-10-23,afeedca1-b042-4af0-9362-52b406966234,CA_0011,POS,Apple Financing,CAD,4560.14,228.01,563.17,4895.3,2020-10-23
90deb8e6-27be-4879-a49a-857d9b2e6231,TXN0000000056,2022-10-20,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0005,POS,Cash,EUR,2495.49,190.92,437.87,2742.44,2022-10-20
b73d0ab6-7efd-4290-aa42-4470fc1b665d,TXN0000000057,2019-10-25,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0004,POS,Visa,EUR,2292.47,229.25,392.01,2455.23,2019-10-25
d8d70717-9dd8-4995-9b18-bc05920565af,TXN0000000058,2018-06-18,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0016,POS,Corporate Financing,EUR,5118.89,100.67,953.45,5971.67,2018-06-18
eaff9ced-8462-43d6-8d69-b5898ca5f4cd,TXN0000000059,2024-10-08,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0007,POS,Cash,EUR,4387.38,279.46,780.52,4888.44,2024-10-08
7ac62c49-bb9b-4a24-bb05-3960427637c5,TXN0000000060,2023-10-12,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0013,POS,Visa,EUR,2292.25,229.22,391.97,2455.0,2023-10-12
a73e2aac-5be3-40c6-9e36-f4328da57787,TXN0000000061,2020-09-05,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0005,POS,Cash,EUR,3944.04,155.91,719.74,4507.87,2020-09-05
dd09e13b-b414-497c-91cc-e4c2a676bbb4,TXN0000000062,2022-01-13,bd2d446d-2e79-4d5d-9ae9-10289c78e8d4,DE_0012,POS,Discover,EUR,2595.42,259.54,443.82,2779.7,2022-01-13
3636e2ee-fab9-41ff-808e-47ccf255bf08,TXN0000000063,2024-10-22,73d3936a-10b0-41e9-89c4-4daa94f0e8f6,CA_0004,POS,Visa,CAD,5968.54,394.65,724.6,6298.49,2024-10-22
0d29f5dc-c541-43dd-b56c-3759bec5d44f,TXN0000000064,2024-12-24,73d3936a-10b0-41e9-89c4-4daa94f0e8f6,CA_0014,POS,Discover,CAD,3396.01,203.3,415.04,3607.75,2024-12-24
4c0d8f92-485f-43ec-a8de-ea80fe778f1e,TXN0000000065,2022-02-18,b9765b9d-8660-4a70-a9bf-5f7d3ff2d652,AU_0003,POS,Visa,AUD,6296.72,426.26,587.04,6457.5,2022-02-18
b9007994-8da6-4324-aa8b-fe7fa084bf56,TXN0000000066,2022-01-02,b9765b9d-8660-4a70-a9bf-5f7d3ff2d652,AU_0015,POS,Cash,AUD,2401.52,56.13,234.54,2579.93,2022-01-02
e3754088-5600-42aa-86c2-de445bac57a3,TXN0000000067,2023-09-18,b9765b9d-8660-4a70-a9bf-5f7d3ff2d652,AU_0009,POS,Apple Financing,AUD,2101.55,48.3,205.33,2258.58,2023-09-18
05fbd11e-8138-4272-b1e5-c2e499bc008d,TXN0000000068,2024-09-15,b9765b9d-8660-4a70-a9bf-5f7d3ff2d652,AU_0017,POS,Cash,AUD,6104.44,332.16,577.23,6349.51,2024-09-15
07c2eb3c-0c05-4816-8ac1-4d0a0d3c6023,TXN0000000069,2024-11-12,b9765b9d-8660-4a70-a9bf-5f7d3ff2d652,AU_0002,POS,Apple Financing,AUD,7080.45,436.8,664.37,7308.02,2024-11-12
7d78a5dc-5ed9-4999-ab30-ad5bd1235e6e,TXN0000000070,2023-09-13,4423c8ec-e85f-4de4-84d3-036b9650df5e,CA_0012,POS,Bank EMI,CAD,3914.95,92.4,496.93,4319.48,2023-09-13
c5d7c3f5-67a0-4544-b0a6-9869e88dcafe,TXN0000000071,2023-02-04,4423c8ec-e85f-4de4-84d3-036b9650df5e,CA_0002,POS,Apple Pay,CAD,3252.81,287.96,385.42,3350.27,2023-02-04
fe59b19d-e157-400e-8288-3d08edc62046,TXN0000000072,2024-07-26,f097256c-c042-41f1-8c7d-6fe03f5fcbe7,DE_0016,POS,Mastercard,EUR,4988.71,435.11,865.17,5418.77,2024-07-26
12475395-1903-4706-bed0-f97d0487ed82,TXN0000000073,2017-10-23,f097256c-c042-41f1-8c7d-6fe03f5fcbe7,DE_0020,POS,Discover,EUR,2291.6,0.0,435.41,2727.01,2017-10-23
db8cf333-c02f-4d97-b632-ae1128e339dc,TXN0000000074,2019-09-11,f097256c-c042-41f1-8c7d-6fe03f5fcbe7,DE_0002,POS,Apple Pay,EUR,6640.93,349.96,1195.29,7486.26,2019-09-11
39dbd1be-44dc-4451-a535-fcead74b8e35,TXN0000000075,2022-07-10,f33cb44b-5bad-49c3-a247-6d2843c72aa4,DE_0011,POS,Apple Financing,EUR,2238.66,176.02,391.9,2454.54,2022-07-10
2972e661-2abc-40d7-a95e-1b171dc65ee0,TXN0000000076,2023-01-01,f33cb44b-5bad-49c3-a247-6d2843c72aa4,DE_0012,POS,Corporate Financing,EUR,2707.25,95.22,496.29,3108.32,2023-01-01
de758446-8acd-437c-aa82-fe674266220b,TXN0000000077,2022-10-01,f33cb44b-5bad-49c3-a247-6d2843c72aa4,DE_0003,POS,Corporate Financing,EUR,4212.45,258.03,751.34,4705.76,2022-10-01
ce2b600d-3a19-4841-9b98-195862b4f8f7,TXN0000000078,2021-09-08,dcd5d6d8-cbfd-4ac9-88d3-161372f3f76f,DE_0001,POS,American Express,EUR,2927.15,292.71,500.55,3134.99,2021-09-08
31e0ef96-27f6-4d54-9aa1-004f5206336e,TXN0000000079,2024-10-28,dcd5d6d8-cbfd-4ac9-88d3-161372f3f76f,DE_0003,POS,Visa,EUR,3017.03,278.76,520.27,3258.54,2024-10-28
8e8ac0de-f616-4588-9d47-2fc3fd26e2fe,TXN0000000080,2022-01-04,dcd5d6d8-cbfd-4ac9-88d3-161372f3f76f,DE_0010,POS,Discover,EUR,3629.19,110.13,668.63,4187.69,2022-01-04
9cbd4e7b-ff82-407c-a203-150bc197b3ef,TXN0000000081,2020-09-12,86969cb8-a268-437d-909e-00aae25fd57d,CA_0008,POS,American Express,CAD,5451.7,285.23,671.63,5838.1,2020-09-12
4c28ef33-ddda-440e-9582-a92e1c0084e0,TXN0000000082,2021-10-25,ed2f0c6b-d595-40e9-9368-3f0f3c8fd282,DE_0015,POS,Cash,EUR,2901.69,290.17,496.19,3107.71,2021-10-25
ba7b4eb2-0515-44d9-84a1-490fad936d21,TXN0000000083,2021-11-02,ed2f0c6b-d595-40e9-9368-3f0f3c8fd282,DE_0002,POS,Apple Pay,EUR,4368.23,309.64,771.14,4829.73,2021-11-02
f8d9439f-b9d0-4030-a82d-cddf272645b2,TXN0000000084,2024-07-06,ed2f0c6b-d595-40e9-9368-3f0f3c8fd282,DE_0005,POS,Cash,EUR,2431.53,212.64,421.6,2640.49,2024-07-06
9fe9d15a-7fd0-410c-a9d1-a428f04da8f2,TXN0000000085,2018-08-29,fa21ebc5-2edf-48a6-8cfb-1ee6410e7785,CA_0013,POS,Apple Financing,CAD,3270.04,270.0,390.01,3390.05,2018-08-29
47e38e6f-9004-4948-b129-2b6ad029fa6f,TXN0000000086,2016-09-27,fa21ebc5-2edf-48a6-8cfb-1ee6410e7785,CA_0006,POS,American Express,CAD,4515.73,192.69,561.99,4885.03,2016-09-27
793de51c-b918-466b-a59e-20fd619691e7,TXN0000000087,2015-11-23,fa21ebc5-2edf-48a6-8cfb-1ee6410e7785,CA_0006,POS,Discover,CAD,2065.61,206.56,241.68,2100.73,2015-11-23
6e9b510c-ed32-48c8-b1ab-b9329ac8fdc3,TXN0000000088,2022-11-01,e6f6f55b-47e1-43ca-9b5e-c2cfcc2efcba,AU_0011,POS,Bank EMI,AUD,5016.43,259.1,475.74,5233.07,2022-11-01
cc4b56a4-9157-4951-83f0-467969d1687a,TXN0000000089,2018-07-29,2075c42a-a2ac-4c55-bf11-b744bd3b4cc1,DE_0002,POS,Bank EMI,EUR,3387.82,292.63,588.09,3683.28,2018-07-29
437bfbd8-ab24-41ce-973b-6a5402486667,TXN0000000090,2018-10-10,2075c42a-a2ac-4c55-bf11-b744bd3b4cc1,DE_0020,POS,Cash,EUR,5248.62,332.69,934.02,5849.95,2018-10-10
2a748424-983f-48e1-b24f-6a794a66e909,TXN0000000091,2023-11-24,2075c42a-a2ac-4c55-bf11-b744bd3b4cc1,DE_0020,POS,Cash,EUR,4026.48,294.42,709.09,4441.15,2023-11-24
a1efbfe4-b22f-4155-ab75-7147f90c4376,TXN0000000092,2020-09-30,42a1900d-36e5-45a7-93a1-c7d71e1f8ed3,AU_0003,POS,Mastercard,AUD,4665.98,266.37,439.96,4839.57,2020-09-30
647db7bd-e0a8-4c46-9898-49142a7fd19d,TXN0000000093,2018-09-06,42a1900d-36e5-45a7-93a1-c7d71e1f8ed3,AU_0001,POS,Cash,AUD,3820.33,304.75,351.56,3867.14,2018-09-06
7b755957-bd69-4dbe-8926-c121f7562fbf,TXN0000000094,2020-09-16,42a1900d-36e5-45a7-93a1-c7d71e1f8ed3,AU_0017,POS,Visa,AUD,2363.0,17.83,234.52,2579.69,2020-09-16
3b70a191-406e-4af5-8ca1-15e4d57677d8,TXN0000000095,2021-06-23,42a1900d-36e5-45a7-93a1-c7d71e1f8ed3,AU_0016,POS,Discover,AUD,4272.41,56.71,421.57,4637.27,2021-06-23
7c5d191c-b503-49cd-bdaf-625ea9ddd617,TXN0000000096,2023-06-25,42a1900d-36e5-45a7-93a1-c7d71e1f8ed3,AU_0007,POS,Apple Pay,AUD,4784.89,303.04,448.17,4930.02,2023-06-25
2e47c15a-5afa-4a60-85ab-795e72efc248,TXN0000000097,2020-10-24,42a1900d-36e5-45a7-93a1-c7d71e1f8ed3,AU_0005,POS,Apple Financing,AUD,3526.47,258.23,326.82,3595.06,2020-10-24
adad3ac5-0648-449b-a487-10a0c720efcb,TXN0000000098,2019-11-17,9382035f-7a84-4400-8b86-29bb733af33f,AU_0020,POS,Bank EMI,AUD,6495.63,245.73,624.99,6874.89,2019-11-17
07df43cf-712f-4b89-8dcf-67d0cdd70941,TXN0000000099,2023-06-18,9382035f-7a84-4400-8b86-29bb733af33f,AU_0019,POS,Corporate Financing,AUD,6440.86,256.86,618.4,6802.4,2023-06-18
d75f363e-958f-47bd-978a-7e95900418dd,TXN0000000100,2017-09-06,9382035f-7a84-4400-8b86-29bb733af33f,AU_0008,POS,Discover,AUD,2461.06,144.5,231.66,2548.22,2017-09-06
9a7cdf3a-e909-48cb-9866-d54524bae58e,TXN0000000101,2020-11-20,9382035f-7a84-4400-8b86-29bb733af33f,AU_0005,POS,Bank EMI,AUD,6193.12,253.39,593.99,6533.72,2020-11-20
91452bbc-4b03-4704-8597-b0d4aba3400c,TXN0000000102,2019-12-20,9382035f-7a84-4400-8b86-29bb733af33f,AU_0006,POS,Apple Financing,AUD,5380.92,288.14,509.28,5602.06,2019-12-20
0ab0464c-0c80-483a-abb0-dc8078fd72f1,TXN0000000103,2018-10-19,9382035f-7a84-4400-8b86-29bb733af33f,AU_0010,POS,American Express,AUD,5585.12,124.88,546.04,6006.28,2018-10-19
7cfcaacb-a821-412f-8386-3e3ed6aec171,TXN0000000104,2023-09-21,90d9f482-4cbe-4439-b27c-7dc6dff3378d,DE_0004,POS,Cash,EUR,5347.1,383.81,943.01,5906.3,2023-09-21
97d466f8-2b03-4f93-83e4-d1f4f98b8835,TXN0000000105,2024-01-06,90d9f482-4cbe-4439-b27c-7dc6dff3378d,DE_0004,POS,American Express,EUR,1735.75,144.0,302.43,1894.18,2024-01-06
0bb286bd-1e7f-4693-84d8-3458ae06c6e7,TXN0000000106,2023-01-01,90d9f482-4cbe-4439-b27c-7dc6dff3378d,DE_0020,POS,Apple Pay,EUR,2184.29,147.28,387.03,2424.04,2023-01-01
e94f8fc2-0075-4e54-9bd1-d3b7d8c0d049,TXN0000000107,2018-11-13,d35391e1-6459-4f99-b065-ce7e4b847db3,AU_0010,POS,Corporate Financing,AUD,3871.04,291.98,357.91,3936.97,2018-11-13
30af007d-9d8a-472e-8555-af0b0b8bee36,TXN0000000108,2021-06-04,d35391e1-6459-4f99-b065-ce7e4b847db3,AU_0018,POS,American Express,AUD,3769.13,95.03,367.41,4041.51,2021-06-04
0d1647c4-5692-4ebd-940a-2e3f02438543,TXN0000000109,2018-11-24,d35391e1-6459-4f99-b065-ce7e4b847db3,AU_0001,POS,Apple Pay,AUD,3812.07,257.73,355.43,3909.77,2018-11-24
de806fa5-b24e-4671-a5fb-90f75571e4c3,TXN0000000110,2021-09-27,c9c3dd1a-aa44-446f-a51b-86e89cd07ca2,DE_0005,POS,Apple Pay,EUR,4556.84,329.84,803.14,5030.14,2021-09-27
27867784-9739-433a-af62-487e167e0c68,TXN0000000111,2017-11-16,98462371-69f5-4caa-a871-c31888e84702,CA_0010,POS,Apple Financing,CAD,3349.63,198.0,409.71,3561.34,2017-11-16
12a368ac-4353-4475-a735-eadcbb5903ce,TXN0000000112,2021-11-11,6eb76ef0-14fc-4e1c-95f8-5e1cac3a6671,AU_0001,POS,Visa,AUD,5741.06,250.49,549.05,6039.62,2021-11-11
21ea1d75-7f5b-4278-bdb8-afdb093af82c,TXN0000000113,2022-09-25,6eb76ef0-14fc-4e1c-95f8-5e1cac3a6671,AU_0017,POS,Cash,AUD,6269.17,223.4,604.58,6650.35,2022-09-25
868e8f28-a680-4668-8417-97f092748fda,TXN0000000114,2019-02-21,6eb76ef0-14fc-4e1c-95f8-5e1cac3a6671,AU_0008,POS,Apple Pay,AUD,2120.87,212.09,190.88,2099.66,2019-02-21
1cbea657-f1be-429b-97ea-68276461f9a9,TXN0000000115,2017-11-24,6eb76ef0-14fc-4e1c-95f8-5e1cac3a6671,AU_0005,POS,American Express,AUD,2937.35,293.74,264.36,2907.97,2017-11-24
53323149-5821-409e-8051-178655506789,TXN0000000116,2024-09-04,a55e07d7-f126-4299-9fa1-5b169f795ecc,AU_0020,POS,Corporate Financing,AUD,4190.85,236.6,395.42,4349.67,2024-09-04
37babac3-b573-402e-89d6-a101807c49ec,TXN0000000117,2022-03-23,a55e07d7-f126-4299-9fa1-5b169f795ecc,AU_0016,POS,American Express,AUD,4440.37,171.84,426.85,4695.38,2022-03-23
7032969d-a19d-4e18-aa3a-d876f72ee1ef,TXN0000000118,2024-09-24,ee3a8ea3-3b15-4928-8df0-47cdb913048f,DE_0011,POS,Discover,EUR,5165.25,153.51,952.22,5963.96,2024-09-24
fbc793e5-e4f7-4052-a50a-cc93414116af,TXN0000000119,2023-10-08,ee3a8ea3-3b15-4928-8df0-47cdb913048f,DE_0002,POS,Corporate Financing,EUR,4304.65,102.76,798.36,5000.25,2023-10-08
8f417d4d-3045-4b82-8477-382dd0fe625b,TXN0000000120,2022-11-08,ee3a8ea3-3b15-4928-8df0-47cdb913048f,DE_0013,POS,Discover,EUR,2851.31,182.82,507.02,3175.51,2022-11-08
9fc9b649-f575-4a4b-83be-0b93546cc629,TXN0000000121,2017-02-25,b5988d30-a717-443e-813c-a79e027966b2,DE_0010,POS,Corporate Financing,EUR,2475.31,123.76,446.79,2798.34,2017-02-25
85dd4343-8fbf-4733-8dda-73e401b66e50,TXN0000000122,2023-09-02,b5988d30-a717-443e-813c-a79e027966b2,DE_0019,POS,Apple Pay,EUR,5135.66,291.86,920.32,5764.12,2023-09-02
